Serial,Title,Date,Author,News
7537,কারখানা সম্প্রসারণে পুঁজিবাজার থেকে
টাকা তুলছে ফার ইস্ট নিটিং,2014-05-17,ইত্তেফাক রিপোর্ট,পুঁজিবাজার থেকে ৬৭ কোটি ৫০ লাখ টাকা মূলধন সংগ্রহ করতে যাচ্ছে ফার ইস্ট নিটিং কোম্পানি লিমিটেড। সম্প্রতি কোম্পানিটির প্রাথমিক গণপ্রস্তাব আইপিও অনুমোদন দিয়েছে নিয়ন্ত্রক সংস্থা। কোম্পানিটি প্রায় তিন বছর আগে ফ্যাক্টরি সম্প্রসারণের জন্য বাজার থেকে টাকা তুলতে উদ্যোগ গ্রহণ করলেও তা সম্ভব হয়নি। তবে তখনই বিভিন্ন আর্থিক প্রতিষ্ঠান থেকে ঋণ গ্রহণ করে সম্প্রসারণ কাজ করা হয়েছে। বর্তমানে পুঁজি সংগ্রহ করে সে ঋণ পরিশোধ করা হবে। পাশাপাশি ফ্যাক্টরির কিছু সম্প্রসারণের কাজও করা হবে। গতকাল শনিবার সাংবাদিকদের নিয়ে গাজীপুরে ফার ইস্ট নিটিংয়ের কারখানা পরিদর্শনকালে এসব কথা জানান ফার ইস্ট নিটিং কোম্পানির ব্যবস্থাপনা পরিচালক আসিফ মঈন। এ সময় কোম্পানির পরিচালক ও ঊর্ধ্বতন কর্মকর্তারা উপস্থিত ছিলেন।আসিফ মঈন সাংবাদিকদের বলেন শুরু থেকেই কমপ্লায়েন্স মেনে অত্যাধুনিক যন্ত্রপাতি দিয়ে এ প্রতিষ্ঠানটি চালানো হচ্ছে। প্রাথমিকভাবে আধুনিক যন্ত্রপাতিতে খরচ বেশি হলেও পরবর্তীতে তা লাভজনক হয়। কারণ আধুনিক যন্ত্রপাতিতে কাজের মান সুরক্ষা এবং কম সময়ে বেশি কাজ করা যায়।তাছাড়া প্রতিনিয়তই কারখানার যন্ত্রপাতি আধুনিকায়ন করা হচ্ছে। অ্যাকর্ড ও অ্যালায়েন্স কারখানার অগ্নিনির্বাপন ব্যবস্থাপনা ও কারখানার বিল্ডিং নিরাপত্তার প্রশংসা করেছে বলে জানিয়েছেন ফার ইস্টের ব্যবস্থাপনা পরিচালক আসিফ মঈন। তিনি বলেন প্রতি কেজি কাপড় ডাইংয়ের জন্য যেখানে সাধারণত ১০০ লিটার পানি ব্যবহার করা হয় সেখানে এ কারখানায় আধুনিক যন্ত্রের কারণে ব্যবহার করা হয় ৫৬ লিটার। ডাইংয়ে ব্যবহূত পানি পুনরায় ব্যবহারের উপযোগী রিসাইক্লিং মেশিনও সামনে আনা হচ্ছে বলে জানান আসিফ মঈন। তিনি বলেন ইটিপির মাধ্যমে ও বৃষ্টির পানি জমিয়ে ব্যবহার করার মাধ্যমে পরিবেশবান্ধব ও ভূগর্ভস্থ পানির উপর চাপ কম দেয়া হচ্ছে। এর মাধ্যমে পানি উত্তোলনের খরচও কমছে। কারখানা পরিদর্শনের আগে কোম্পানির আর্থিক বিভিন্ন দিক তুলে ধরে আসিফ মঈন বলেন প্রতিষ্ঠার পর থেকেই মুনাফা করে আসছে। বাড়ছে বিক্রির পরিমাণও।
