Serial,Title,Date,Author,News
7521,শিল্পপার্ক ও অর্থনৈতিক জোনগুলোতে নারী
উদ্যোক্তাদের জন্য ৩০ বরাদ্দ দাবি,2014-05-24,ইত্তেফাক রিপোর্ট,শিল্পপার্ক ও অর্থনৈতিক জোনগুলেতে নারী উদ্যোক্তাদের জন্য ৩০ শতাংশ বরাদ্দ রাখতে সরকারের কাছে দাবি জানিয়েছে বাংলাদেশ উইমেন চেম্বার অব কমার্স এন্ড ইন্ডাস্ট্রি বিডব্লিউসিসিআই। এছাড়া নারী উদ্যোক্তারা যেন ক্ষুদ্র পর্যায় থেকে এসএমই পর্যায়ে যেতে পারেন এবং তাদের জন্য অবকাঠামোগত এবং কৌশলগত সুযোগ সুবিধা বৃদ্ধিরও দাবি জানানো হয়। গতকাল রাজধানীতে বিডব্লিউসিসিআই প্রগ্রেসিভ এ্যাওয়ার্ড ২০১৩ শীর্ষক অনুষ্ঠানে এসব কথা বলেন চেম্বারের নেত্রীরা।এ অনুষ্ঠানে প্রধান অতিথি ছিলেন শিল্পমন্ত্রী আমির হোসেন আমু। বিশেষ অতিথি ছিলেন গ্রীনডেল্টা ইনস্যুরেন্সের ব্যবস্থাপনা পরিচালক এবং সিইও ফারজানা চৌধুরী ইফাদ গ্রুপের পরিচালক তাসফিন আহমেদ। অনুষ্ঠানে সভাপতিত্ব করেন বাংলাদেশ উইমেন চেম্বার অব কমার্স এন্ড ইন্ডাস্ট্রির প্রেসিডেন্ট সঙ্গীতা আহমেদ। উপস্থিত ছিলেন ফাউন্ডার প্রেসিডেন্ট সেলিমা আহ্মাদ সিনিয়র ভাইস প্রেসিডেন্ট ও এই এ্যাওয়ার্ড প্রোগ্রামের কনভেনর মুনমুন রহমান।এবছর দেশের ৭টি বিভাগের বিডব্লিউসিসিআই এর সদস্যদের মধ্য থেকে ৭ জন নারী উদ্যোক্তাকে এ সম্মাননা দেয়া হয়েছে। বরিশাল থেকে আয়েশা আখতার চট্টগ্রাম থেকে শামীম আরা লিপি ঢাকা থেকে ফারজানা ফাতেমা বর্ণা খুলনা থেকে তানজিমা জেসমীন রংপুর থেকে চন্দনা ঘোষ রাজশাহী থেকে মরিয়ম বেগম এবং সিলেট থেকে ফরিদা আলম এ সম্মাননা পেয়েছেন। এছাড়াও প্রিন্ট মিডিয়া থেকে দৈনিক সমকালের স্টাফ রিপোর্টার শামসুল হক মোহাম্মদ মিরাজ ও ইলেকট্রনিক মিডিয়া থেকে বৈশাখী টেলিভিশনের সিনিয়র রিপোর্টার ইমতিয়াজ শাহরিয়ার ইমন বিশেষ সম্মাননা পেয়েছেন।
