Serial,Title,Date,Author,News
7636,রাজধানীতে এসএমই
মেলা শুরু ৪ এপ্রিল,2014-03-29,ইত্তেফাক রিপোর্ট,ক্ষুদ্র ও মাঝারি শিল্প এসএমই উদ্যোক্তাদের উত্পাদিত পণ্যসামগ্রির মেলা শুরু হবে আগামী ৪ এপ্রিল। রাজধানীর বঙ্গবন্ধু আন্তর্জাতিক সম্মেলন কেন্দ্রে এ মেলার আয়োজন করছে এসএমই ফাউন্ডেশন। পাঁচ দিনের এ মেলার উদ্বোধন করবেন শিল্পমন্ত্রী আমির হোসেন আমু।এসএমই উদ্যোক্তাদের উত্পাদিত পণ্যের প্রচার প্রসার বিক্রয় এবং স্থানীয় ও আন্তর্জাতিক পর্যায়ে বাজার সমপ্রসারণ। এবং উদ্যোক্তাদের পারষ্পরিক সম্পর্ক উন্নয়নই মেলার উদ্দেশ্য। এছাড়া পণ্য উত্পাদন ও সেবা সৃষ্টির ক্ষেত্রে ভোক্তাসহ বিভিন্ন মহলের সৃজনশীল মতামত ও পরামর্শ গ্রহণও অন্যতম উদ্দেশ্য বলে জানিয়েছে এসএমই ফাউন্ডেশন। প্রতিদিন সকাল ১০ টা থেকে রাত ৮ টা পর্যন্ত মেলা সবার জন্য উন্মুক্ত থাকবে বলেও জানানো হয়েছে।মেলায় ইলেকট্রিক্যাল ও ইলেকট্রনিক্স সামগ্রী লাইট ইঞ্জিনিয়ারিং পণ্য কৃষি প্রক্রিয়াজাত পণ্য চামড়াজাত সামগ্রী প্লাস্টিক ও অন্যান্য সিনথেটিক্স ডিজাইন ও ফ্যাশনওয়্যারসহ অন্যান্য খাতের পণ্য প্রদর্শিত হবে। ঢাকাসহ দেশের বিভিন্ন বিভাগ জেলা এবং প্রত্যন্ত অঞ্চল থেকে আসা এসএমই প্রতিষ্ঠানের ১০০ টি স্টল থাকবে। দেশের বিভিন্ন অঞ্চলে বিক্ষিপ্তভাবে এসএমই উদ্যোক্তাদের উত্পাদিত পণ্যসামগ্রী এ মেলায় একটি সমন্বিত ও বৃহত্তর পরিসরে প্রদর্শিত ও বিক্রয় ছাড়াও স্থানীয় ও আন্তর্জাতিক পর্যায়ের ক্রেতার কাছ থেকে বিক্রয়ের অর্ডার পাওয়া সম্ভব হবে বলে আশা করছেন আয়োজকরা।
