Serial,Title,Date,Author,News
7520,আকুর চেয়ারম্যান হলেন
বাংলাদেশ ব্যাংক গভর্নর,2014-05-24,ইত্তেফাক রিপোর্ট,আগামী বছরেরর ২০১৫ জন্য এশিয়ান ক্লিয়ারিং ইউনিয়নের আকু চেয়ারম্যান নির্বাচিত হয়েছেন বাংলাদেশ ব্যাংকের গভর্নর ড. আতিউর রহমান। গত শুক্রবার ইরানের কিস আইল্যান্ডে অনুষ্ঠিত আকুর পরিচালনা পর্ষদের ৪৩তম সভায় তাকে এ পদে নির্বাচিত করা হয়। চলতি মেয়াদে আকুর চেয়ারম্যানের দায়িত্বে রয়েছেন ইরান কেন্দ ীয় ব্যাংকের গভর্নর ড. ভেলিউল্লাহ সেইফ।বাংলাদেশ ভারত পাকিস্তান ইরান নেপাল ভুটান শ্রীলঙ্কা মায়ানমার ও মালদ্বীপ এই ৯টি দেশের মধ্যে আমদানিরফতানির অর্থ পরিশোধ ব্যবস্থার লক্ষ্যে আকু গঠিত হয়েছে। এসব দেশের মধ্যেকার আমদানি রফতানির ফলে কোন দেনা পাওনা থাকলে প্রতি দুই মাস পর এসব দেশের কেন্দ্রীয় ব্যাংক তা মিটিয়ে থাকে। মার্কিন ডলার ও ইউরোর মাধ্যমে আকুর লেনদেন হয়।
