Serial,Title,Date,Author,News
6079,টিসিবিকে শক্তিশালী করতে পদক্ষেপ নিয়েছে সরকার বাণিজ্যমন্ত্রী,2015-07-07,অনলাইন ডেস্ক,বাণিজ্যমন্ত্রী তোফায়েল আহমেদ জানিয়েছেন রমজান মাস তথা সারা বছর ন্যায্য মূল্যে পণ্য সরবরাহের ক্ষেত্রে টিসিবিকে শক্তিশালী করতে সরকার বিভিন্ন পদক্ষেপ নিয়েছে। মঙ্গলবার সংসদে জাতীয় পার্টির সদস্য মোহাম্মদ ইলিয়াছের এক প্রশ্নের জবাবে মন্ত্রী এ কথা জানান।  বাণিজ্যমন্ত্রী আরো জানান পণ্য মজুদের জন্য গুদামের ধারণক্ষমতা বৃদ্ধি করা হয়েছে। নিজস্ব ১৬ হাজার ৪৫ মেট্রিক টন এবং ভাড়া ১৮ হাজার ১৩২ মেট্রিক টন গুদামসহ বর্তমানে টিসিবির গুদামের ধারণক্ষমতা ৩৪ হাজার ১৭৭ মেট্রিক টন। টিসিবির ডিলার সংখ্যা ১৪০ থেকে ৩ হাজার ১৯ জনে উন্নীত করা হয়েছে। টিসিবির জনবল কাঠামো ২২৫ থেকে ২৭৫ জনে উন্নীত করা হয়েছে।  তোফায়েল আহমেদ বলেন চলতি রমজান ও পবিত্র ঈদুল আযহা উপলক্ষে টিসিবির ডিলারদের মাধ্যমে ভ্রাম্যমাণ ট্রাক দিয়ে শহরের গুরুত্বপূর্ণ স্থানে ঢাকা মহানগরীতে ২৫টি চট্টগ্রাম মহানগরীতে ১০টি স্থানে পণ্য বিক্রি করা হচ্ছে। খবর বাসসের।
