Serial,Title,Date,Author,News
7421,ঈদের আগে প্রণোদনার অর্থ
ছাড়ের দাবি ইএবি’র,2014-07-09,ইত্তেফাক রিপোর্ট,আসছে ঈদের আগে শ্রমিকদের বেতনভাতা পরিশোধ করতে আগামী ১৫ জুলাইয়ের মধ্যে রপ্তানিকারকদের প্রাপ্য প্রণোদনার অর্থ ছাড়ের দাবি জানিয়েছে এক্সপোর্টার্স অ্যাসোসিয়েশন অব বাংলাদেশ ইএবি। সংগঠনের সভাপতি আব্দুস সালাম মুর্শেদী অর্থমন্ত্রী আবুল মাল আবদুল মুহিতের কাছে এ সংক্রান্ত একটি চিঠি পাঠিয়েছেন। চিঠিতে অর্থ ছাড়ের জন্য বাণিজ্যিক ব্যাংককে প্রয়োজনীয় নির্দেশ দেয়ার দাবি জানানো হয়েছে।চিঠিতে বলা হয় বর্তমানে রপ্তানীমুখী শিল্প জাতীয় এবং আর্ন্তজাতিকভাবে বড় চ্যালেঞ্জ মোকাবেলা করছে। আর্ন্তজাতিক বাজারের ক্রেতাবৃন্দের কার্যাদেশ এবং রপ্তানীমূল্য ক্রমাগতভাবে হ্রাস পাচ্ছে। এছাড়া বিভিন্ন প্রতিকূল পরিস্থিতির কারণে উদ্যোক্তাদের সক্ষমতাও কমছে।আসছে ঈদে শ্রমিককর্মচারীবৃন্দ যাতে তাদের বেতন ও ভাতাদি সময়মত পায় সে কারণে রপ্তানীর বিপরীতে সরকার কর্তৃক দেয় প্রনোদনাঅর্থ চলতি মাসের ১৫ তারিখের মধ্যে যাতে ছাড় করা প্রয়োজন।
