Serial,Title,Date,Author,News
7666,উত্পাদন বাড়লেও দেশে
আমিষের বিপুল ঘাটতি,2014-03-15,বিমল সাহা ভ্রাম্যমাণ প্রতিনিধি,দেশে দুধ ডিম মাছ ও মাংসের মত প্রোটিন সমৃদ্ধ খাদ্যের উত্পাদন প্রতি বছর বাড়ছে। তবুও লোকসংখ্যা বৃদ্ধির কারণে এসব প্রোটিন জাতীয় খাদ্য সামগ্রীর বিপুল পরিমাণ ঘাটতি থেকে যাচ্ছে। দাম চড়ে যাচ্ছে।প্রাণী সম্পদ অধিদপ্তরের তথ্যানুযায়ী মাথাপিছু দৈনিক আড়াইশ মিলিলিটার হিসাবে দেশে বার্ষিক দুধের চাহিদা এক কোটি ৩৩ লাখ ২০ হাজার টন। এ চাহিদার বিপরীতে গত বছরে ২০১২২০১৩ দুধ উত্পাদনের পরিমাণ ছিল ৫০ লাখ ৪৭ হাজার টন। অর্থাত্ দৈনিক মাথাপিছু দুধের প্রাপ্যতা ছিল ৯১ দশমিক ৩ মিলিলিটার। আর গত বছরে দুধের ঘাটতি ছিল ৮২ লাখ ৫৩ হাজার টন।দৈনিক মাথাপিছু একশ ২০ গ্রাম হিসাবে দেশে বার্ষিক মাংসের চাহিদা ৬৩ লাখ ৯০ হাজার টন। গত বছরে দেশে মাংসের উত্পাদন ছিল ৩৬ লাখ ২০ হাজার টন। মাথাপিছু দৈনিক মাংসের প্রাপ্যতা ছিল ৬৫ দশমিক ৩ গ্রাম। মাংস ঘাটতির পরিমাণ ছিল ২৭ লাখ ৭০ হাজার টন।বছরে জন প্রতি একশ ৪টি হিসাবে দেশে ডিমের বার্ষিক চাহিদা ১৫শ ১৮ কোটি ৪০ লাখটি। গত বছর দেশে মোট ডিম উত্পাদনের পরিমাণ ছিল ৭শ ৬১ কোটি ৭৩ লাখ ৮০ হাজারটি। গত বছরে মাথাপিছু ডিমের প্রাপ্যতা ছিল ৫০টি। ডিম ঘাটতির পরিমাণ ছিল ৭শ ৫৬ কোটি ৬৬ লাখ ২০ হাজারটি।জনপ্রতি বছরে ২০ দশমিক ৪৪ কেজি হিসাবে দেশে বার্ষিক মাছের চাহিদা ৩৩ লাখ ৯০ হাজার টন। গত বছর মাছ উত্পাদনের পরিমাণ ছিল ৩২ লাখ ৬১ হাজার ৭শ ৮২ টন। জনপ্রতি বার্ষিক মাছের প্রাপ্যতা ছিল ১৮ দশমিক ৯৪ কেজি। মাছ ঘাটতির পরিমাণ ছিল এক লাখ ২৮ হাজার ২শ ১৮ টন। বিগত কয়েক বছরে মাছের উত্পাদন অনেক বেড়েছে।দেশে পোলট্রি ও ডেইরি শিল্পের ব্যাপক প্রসারের ফলে দুধ ডিম ও মাংসের উত্পাদন অনেক পরিমাণে বৃদ্ধি পেয়েছে। প্রাণী সম্পদ অধিদপ্তরের তথ্য অনুযায়ী দেশে গরুর সংখ্যা ২ কোটি ৩৩ লাখ ৪১ হাজার মহিষ ১৪ লাখ ৫০ হাজার ছাগল ২ কোটি ৫২ লাখ ৭৬ হাজার ভেড়া ৩১ লাখ ৪৩ হাজার মোরগমুরগী ২৪ কোটি ৯২ লাখ ৫৩ হাজার ও হাঁসের সংখ্যা ৪ কোটি ৭২ লাখ ৫৩ হাজার। বাজারে দেশি ডিমের সরবরাহ খুবই কম। প্রায় সবই খামারের পোলট্রি মুরগির ডিম। কিন্তু দাম খুবই চড়া। দরিদ্র মানুষের নাগালের বাইরে। এক হালির দাম ৩০৩২ টাকা। কখনো কখনো দাম চড়ে ৩৮৪০ টাকা পর্যন্ত হয়। পোলট্রি মুরগীর কেজি ১১০ টাকা থেকে ১৩০ টাকার মধ্যে উঠানামা করে। তুলনামূলকভাবে পোলট্রি মুরগির দাম সস্তা। খাসির মাংস প্রতি কেজি গ্রাম এলাকায় ৪৩০ টাকা থেকে সাড়ে ৪শ টাকা। গরুর মাংস প্রতি কেজি ২শ থেকে আড়াইশ টাকা কেজি দরে বিক্রি হয়। ভারতীয় গরু চোরাপথে না এলে মাংসের দাম আরো চড়ে যেত।
