Serial,Title,Date,Author,News
7441,শাহজিবাজারকে ডিএসইতে তালিকাভুক্তির অনুমোদন
সন্ধানী লাইফ অনুমোদিত মূলধন বাড়াবে,2014-07-01,ইত্তেফাক রিপোর্ট,স্টক এক্সচেঞ্জে তালিকাভুক্তির অনুমোদন পেয়েছে শাহজিবাজার পাওয়ার কোম্পানি লিমিটেড। গতকাল মঙ্গলবার ঢাকা স্টক এক্সচেঞ্জের ডিএসই ৭৭৩তম বোর্ড সভায় এ অনুমোদন দেয়া হয়েছে। ডিএসই সূত্রে এ তথ্য জানা গেছে। প্রাথমিক গণপ্রস্তাব আইপিও বিজয়ী বিনিয়োগকারীদের বেনিফিশিয়ারি ওনার্স বিও হিসাবে শেয়ার পাঠানো সম্পন্ন হলে কোম্পানিটি স্টক এক্সচেঞ্জে তালিকাভুক্ত হয়ে যাবে। এরপর বিনিয়োগকারীরা শেয়ার লেনদেন করতে পারবেন।জানা গেছে গত ৬ থেকে ১০ এপ্রিল পর্যন্ত স্থানীয় অধিবাসীরা শাহজিবাজার পাওয়ারের আইপিও আবেদন জমা দেন। প্রবাসী বিনিয়োগকারীরা আবেদন জমা দেন ১৯ এপ্রিল পর্যন্ত। গত ১৫ জানুয়ারি পুঁজিবাজার নিয়ন্ত্রক সংস্থা বাংলাদেশ সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ কমিশন বিএসইসি শাহজিবাজার পাওয়ার কোম্পানি লিমিটেডের আইপিও অনুমোদন দেয়। কোম্পানিটি আইপিওতে ৩১ কোটি ৭০ কোটি টাকার বিপরীতে ৬৫২ কোটি ৯৯ লাখ ৭৫ হাজার টাকা বা ২০ গুণ আবেদন জমা পড়েছে। ১০ টাকা অভিহিত মূল্যের সঙ্গে ১৫ টাকা প্রিমিয়ামসহ প্রতিটি শেয়ারের নির্দেশক মূল্য ছিল ২৫ টাকা। এর মার্কেট লট ২০০টি শেয়ারে।এদিকে পুঁজিবাজারে তালিকাভুক্ত বীমা খাতের সন্ধানী লাইফ ইন্স্যুরেন্স অনুমোদিত মূলধন বাড়াবে। সম্প্রতি কোম্পানির পরিচালনা পর্ষদের সভায় এ সিন্ধান্ত নেয়া হয়েছে বলে ডিএসই জানিয়েছে। কোম্পানির পরিচালনা পর্ষদ অনুমোদিত মূলধন ৫০ কোটি টাকা থেকে বাড়িয়ে ২০০ কোটি টাকা করার সিদ্ধান্ত নিয়েছে। তবে এ মূলধন কার্যকর হবে কোম্পানির শেয়ারহোল্ডার এবং নিয়ন্ত্রক সংস্থার অনুমোদনের পর।
