Serial,Title,Date,Author,News
7405,ক্ষুদ্র¬¬ঋণের সামাজিক কার্য ব্যবস্থাপনা
রিপোর্ট প্রকাশ,2014-07-15,ইত্তেফাক রিপোর্ট,ক্ষুদ্র ঋণ খাতের গ্রাহকদের সেবার মানের উপর ভিত্তি করে সামাজিক কার্য ব্যবস্থাপনা প্রতিবেদন প্রকাশ করেছে আন্তর্জাতিক সংস্থা মাইক্রোসেভ। গতকাল রাজধানীর একটি হোটেলে প্রতিবেদন প্রকাশ অনুষ্ঠানে বলা হয় দেশের ক্ষুদ্রঋণ অর্থায়ন প্রতিষ্ঠান বুরো বাংলাদেশের উন্নয়ন কর্মসূচি ও গ্রাহকদের সেবার মানের উপর ভিত্তি করে এ প্রতিবেদন তৈরি করা হয়েছে। একটি প্রতিষ্ঠানের উপর এ প্রতিবেদন করা হলেও দেশের সার্বিক ক্ষুদ্র ঋণ খাতের সেবাদানের একটি চিত্র ফুটে উঠেছে প্রতিবেদনে। বিশ্বব্যাপী ক্ষুদ্র ঋণ প্রতিষ্ঠানগুলোর গড়ে স্কোর ৫৯ হলেও ওই প্রতিষ্ঠান পেয়েছে ৭০ শতাংশ।গতকালের অনুষ্ঠানে উপস্থিত ছিলেন মাইক্রোক্রেডিট রেগুলেটরি অথরিটির এমআরআই চেয়ারম্যান খন্দকার মাজহারুল হক বুরো বাংলাদেশের পরিচালক মোশাররফ হোসেন গ্রামীন টেলিকম ট্রাস্ট্রে ব্যবস্থাপনা পরিচালক পারভীন মাহমুদ প্রমুখ। প্রতিবেদন উপস্থাপন করেন মাইক্রোসেভের ঊর্ধ্বতন গবেষক রাজর্সি দত্ত বড়ুয়া।
