Serial,Title,Date,Author,News
7423,নয় মাসের মধ্যে সর্বনিম্ন
লেনদেন ডিএসইতে,2014-07-09,ইত্তেফাক রিপোর্ট,গতকাল বুধবার ঢাকা স্টক এক্সচেঞ্জে ডিএসই লেনদেন হয়েছে ১৫৭ কোটি টাকা। যা গত প্রায় নয় মাসের মধ্যে সর্বনিম্ন। এর আগে গেল বছরের ২০ অক্টোবর ডিএসইতে লেনদেন হয় ১১০ কোটি টাকা। গত কয়েকদিন ধরে দফায় দফায় কমছিল ডিএসইর লেনদেন। এরই ধারাবাহিকতায় গতকাল লেনদেন নেমে আসে ১৫৭ কোটি টাকায়।তথ্যে দেখা গেছে গতকাল ডিএসইর ব্রড ইনডেক্স ডিএসইএক্স ৫ পয়েন্ট কমে ৪ হাজার ৩৭১ পয়েন্টে দাঁড়িয়েছে। আর ডিএস৩০ সূচক ২ পয়েন্ট কমে ১ হাজার ৬০৩ পয়েন্টে দাঁড়িয়েছে। ডিএসইতে মোট লেনদেন হয়েছে ১৫৭ কোটি ৪৯ লাখ টাকা। যা আগের কার্যদিবসের চেয়ে ৬১ কোটি ২৮ লাখ টাকা কম। লেনদেনকৃত ২৯২টি কোমপানির মধ্যে দাম বেড়েছে ১২৩টির কমেছে ১১৬টির এবং অপরিবর্তিত রয়েছে ৫৩টি কোম্পানির শেয়ারের। অপরদিকে চট্টগ্রাম স্টক এক্সচেঞ্জের সিএসই সার্বিক মূল্যসূচক আগের দিনের চেয়ে ১৪ পয়েন্ট কমে ১৩ হাজার ৪৫৮ পয়েন্টে দাঁড়িয়েছে। লেনদেন হয়েছে ১২ কোটি ৫৪ লাখ টাকা। যা আগের দিনের চেয়ে ১০ কোটি ৭৬ লাখ টাকা কম। লেনদেনকৃত ২০১টি কোমপানির মধ্যে দাম বেড়েছে ৫৫টির কমেছে ১০৭টির এবং অপরিবর্তিত রয়েছে ৩৯টি কোম্পানির শেয়ারের।এদিকে একদিনের ব্যবধানে ডিএসইতে আর্থিক খাতের লেনদেন দ্বিগুণ হয়েছে। মঙ্গলবার ডিএসইতে আর্থিক খাতের ২৩টি প্রতিষ্ঠানের ৩ কোটি ৫৪ লাখ ৬৪ হাজার টাকার শেয়ার লেনদেন হয়েছে। আর গতকাল বুধবার লেনদেন হয়েছে ৬ কোটি ৯০ লাখ ৪৪ হাজার টাকা। অপরদিকে একদিনের ব্যবধানে ডিএসইতে ওষুধ ও রসায়ন খাতের লেনদেন অর্ধেকে নেমে এসেছে। মঙ্গলবার ডিএসইতে ওষুধ ও রসায়ন খাতের ২৭টি কোম্পানির মোট ৫২ কোটি ৬৪ লাখ ৬৩ হাজার টাকার শেয়ার লেনদেন হয়েছে। আর বুধবার লেনদেন হয়েছে ২২ কোটি ৭২ লাখ ৫২ হাজার টাকা।
