Serial,Title,Date,Author,News
7316,লেনদেনে জ্বালানি ও ওষুধ
খাতের অবদান অব্যাহত,2014-08-23,ইত্তেফাক রিপোর্ট,সপ্তাহের ব্যবধানে সর্বোচ্চ লেনদেন হয়েছে জ্বালানি এবং ওষুধ খাতে। এর আগের সপ্তাহেও লেনদেনে এ দুই খাতের প্রাধান্য ছিল। গত সপ্তায় ঢাকা স্টক এক্সচেঞ্জের ডিএসই মোট লেনদেনের ১৫ শতাংশ ছিল এ দুটি খাতের। জ্বালানি খাতে প্রতিদিন গড়ে ৯৫ কোটি ২৫ লাখ টাকার শেয়ার লেনদেন হয়েছে। আর ওষুধ খাতে ৯০ কোটি ৬৬ লাখ টাকার শেয়ার লেনদেন হয়েছে। এদিকে আগের সপ্তাহের ধারাবাহিকতায় গত সপ্তাহেও লেনদেনের সেরা কোম্পানি ছিল এমজেএল বাংলাদেশ লিমিটেড। সপ্তাহ জুড়ে ১২ দশমিক ১৬ শতাংশ লেনদেন বেড়ে কোম্পানিটি লেনদেনের শীর্ষে রয়েছে। গেল সপ্তায় কোম্পানিটির লেনদেন হয়েছে ১৬১ কোটি ৬২ লাখ ৯ হাজার টাকা মূল্যের শেয়ার।তথ্যে দেখা গেছে গেল সপ্তায় পাট খাতের লেনদেন বেড়েছে ৯৩ শতাংশ। সাধারণ বীমা খাতে লেনদেন বেড়েছে ৫৯ দশমিক ৯ শতাংশ। ব্যাংকবহির্ভূত আর্থিক খাতে লেনদেন বেড়েছে ৪৭ দশমিক ৮ শতাংশ। তথ্য ও প্রযুক্তি খাতের লেনদেন বেড়েছে ৩২ দশমিক ৪ শতাংশ। এদিকে লেনদেন কমার থেকে শীর্ষে ছিল খাদ্য ও আনুষঙ্গিক খাত। এ খাতে লেনদেন কমেছে ৩৬ দশমিক ৯ শতাংশ। এছাড়া মিউচ্যুয়াল ফান্ড খাতের লেনদেন কমেছে ২৯ দশমিক ২৯ শতাংশ ব্যাংক খাতের ২০ দশমিক ১ শতাংশ টেলিকমিউনিকেশন খাতের ২৪ দশমিক ৪ শতাংশ এবং সিমেন্ট খাতের ৮ দশমিক ১ শতাংশ।আজ রবিবার থেকে শুরু হচ্ছে খান ব্রাদার্স পিপিওভেন ব্যাগ লিমিটেডের প্রাথমিক গণপ্রস্তাবের আইপিও আবেদন। আগামী বৃহস্পতিবার ২৮ আগস্ট পর্যন্ত চলবে। তবে প্রবাসী বিনিয়োগকারীদের জন্য এই সুযোগ থাকবে ৬ সেপ্টেম্বর পর্যন্ত। কোম্পানিটি আইপিওতে ২ কোটি শেয়ার ইস্যু করবে। বাজার থেকে ২০ কোটি টাকা উত্তোলন করা হবে। উত্তোলিত টাকা কোম্পানিটি যন্ত্রপাতি কেনা বিল্ডিং নির্মাণ ব্যাংক ঋণ পরিশোধ ও চলতি মূলধন সংস্থানে কাজে লাগাবে।
