Serial,Title,Date,Author,News
122,নিত্যপণ্যের বাজারে বন্যার প্রভাব,2022-06-24,ইত্তেফাক অনলাইন রিপোর্ট,টানা বর্ষণ আর উজান থেকে নেমে আসা ঢলে সিলেটসুনামগঞ্জসহ দেশের বেশ কয়েকটি জেলায় ভয়াবহ বন্যা হয়েছে। বন্যায় বিস্তীর্ণ অঞ্চলের বিভিন্ন ফসলের ক্ষতি হয়েছে। আর বন্যার প্রভাব পড়েছে রাজধানীর নিত্যপণ্যের বাজারে।  এক সপ্তাহের ব্যবধানে সব ধরনের সবজি কেজিতে ৫ থেকে ১০ টাকা পর্যন্ত বেড়েছে। মাছের দাম সপ্তাহ ব্যবধানে কেজিতে বেড়েছে ১৫ থেকে ২০ টাকা। চালের দাম বেড়েছে কেজিতে ৫ থেকে পর্যন্ত বেড়েছে। তবে মুরগির দাম অপরিবর্তিত রয়েছে। শুক্রবার রাজধানীর কেল্লার মোড় পলাশী হাতিরপুল কাওরান বাজার ঘুরে দেখা গেছে গত সপ্তাহের তুলনায় কেজিতে ১০ টাকা বেড়ে বেগুন বিক্রি হচ্ছে ৬০৭০ টাকা কাঁকরোল ৪০৫০ টাকা করলা ৪০৫০ টাকা চিচিঙ্গা ৩০৩৫ টাকা পটোল ৩০৪০ টাকা ঢেঁড়স ৩০ টাকা আলু ২৫৩০ টাকা শসা ৬০৭০ টাকা কুমড়ো আকার ভেদে বিক্রি হচ্ছে ৬০ থেকে ৮০ টাকা।     ... ভূঞাপুরে বন্যায় দুর্ভোগে মানুষ ... ভূঞাপুরে বন্যায় দুর্ভোগে মানুষ  ...ভূঞাপুরে বন্যায় দুর্ভোগে মানুষ কেল্লার মোড়ের সবজি ব্যবসায়ী ফয়সাল ইসলাম জানান বিভিন্ন অঞ্চলে ভয়াবহ বন্যার প্রভাব পড়েছে নিত্যপ্রয়োজনীয় পণ্যের বাজারে। বিভিন্ন জেলা সরবরাহ কম থাকায় সব সবজির দাম বেড়েছে। কেল্লার মোড়ে সাপ্তাহিক বাজার করতে আসা একটি ওষুধ কোম্পানিতে চাকরি করা দেবাশিষ বিশ্বাস বলেন জীবীকার প্রয়োজনে আমরা ঢাকায় থাকি। এখানে যা আয় করি তার বেশিভাগ বাসাভাড়া আর খাওয়া খরচে শেষ হয়ে যায়। তার ওপর বন্যার কারণে সব কিছুর দাম বেড়েছে। এদিকে বন্যার কারণে চালের দাম কেজিতে ৫ পর্যন্ত বেড়েছে। কাওরান বাজারের আল্লাহর দান রাইচ এজেন্সির মালিক নাজির আহমেদ জানান গত সপ্তাহের তুলনায় এ সপ্তাহে চালের দাম বেড়েছে কেজিতে ৫ টাকা বেড়েছে। এছাড়া মোটা চাল কেজি ২ টাকা বেড়েছে।      .....           আল্লাহর দান রাইচ এজেন্সি। ...  .     অন্যদিকে বাজারে প্রতি কেজি চিনি বিক্রি হচ্ছে ৮৫ টাকায়। দেশি মশুরের ডাল বিক্রি হচ্ছে ১৩০ থেকে ১৪০ টাকা কেজি। ইন্ডিয়ান মশুরের ডাল বিক্রি হচ্ছে ১১০ টাকায়। বাজারে ভোজ্য তেলের লিটার ২০৫ টাকা। লাল ডিমের ডজন বিক্রি হচ্ছে ১২০ টাকা। এক সপ্তাহের ব্যবধানে পাইকারি ও খুচরা পর্যায়ে পেঁয়াজের দাম কেজি ১০ টাকা পর্যন্ত বেড়েছে। খুচরা বাজারে দেশি পেঁয়াজ ৪৫৫০ টাকা দরে বিক্রি হচ্ছে যা আগের সপ্তাহে ৩৫৪০ টাকা ছিল। তবে অপরিবর্তিত রয়েছে গরুর মাংসর ও মুরগির দাম। প্রতি কেজি গরুর মাংস বিক্রি হচ্ছে ৭০০ টাকা করে। এছাড়া খাসির মাংসের কেজি বিক্রি হচ্ছে ৯০০ টাকায়। বয়লার মুরগির কেজি ১৫০ থেকে ১৬০ টাকা। সোনালি মুরগির কেজি বিক্রি হচ্ছে ২৯০ থেকে ৩০০ টাকা।
